Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Male,Loyal Customer,Personal Travel,Eco,33,1826,2,0,5,5,2,1,4,4,4,4,2,5,3,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,18,673,4,7,5,4,5,0,4,4,4,3,3,4,4,4,3,0
Female,Loyal Customer,Business travel,Eco,47,1520,11,17,3,4,2,4,5,0,3,4,5,4,4,3,2,0
Male,Loyal Customer,Business travel,Eco,24,1091,12,0,5,3,2,3,5,0,2,4,3,5,4,5,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,40,892,7,4,4,4,3,3,3,3,4,3,3,3,4,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,29,1586,14,9,4,4,3,4,0,1,4,2,4,4,3,5,5,0
Male,Loyal Customer,Personal Travel,Eco,34,1045,14,9,4,4,4,3,5,5,2,3,5,4,4,4,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,53,852,32,36,3,5,4,1,3,4,5,3,3,4,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,45,1590,9,4,4,5,2,4,3,4,3,3,2,3,5,3,5,1
Female,Disloyal Customer,Personal Travel,Eco,53,1525,6,0,4,4,2,4,5,3,5,1,4,4,3,4,3,1
Male,Disloyal Customer,Business travel,Eco,43,1501,4,2,2,4,2,3,4,4,3,2,3,4,3,2,4,0
Female,Loyal Customer,Personal Travel,Eco,44,80,3,0,3,3,0,3,5,3,2,4,4,4,3,3,4,0
Male,Disloyal Customer,Business travel,Eco,18,1120,13,18,4,3,3,5,4,3,3,0,4,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Business,35,1006,12,20,4,2,2,3,4,3,2,5,3,5,4,3,4,0
Male,Disloyal Customer,Personal Travel,Business,36,883,3,0,4,0,3,3,3,3,3,3,3,4,5,4,2,1
Male,Loyal Customer,Business travel,Business,54,1205,13,5,3,3,2,3,4,0,2,4,4,4,5,3,5,0
Female,Disloyal Customer,Personal Travel,Eco,33,1030,10,14,4,4,2,3,5,2,3,3,4,5,4,2,5,1
Female,Disloyal Customer,Personal Travel,Eco,42,1239,7,0,3,2,2,3,5,4,4,4,3,5,3,4,3,1
Female,Loyal Customer,Personal Travel,Eco,42,766,1,9,3,4,3,3,5,4,4,3,3,4,0,3,5,1
Male,Disloyal Customer,Personal Travel,Eco,53,1649,12,22,3,3,3,5,5,3,2,4,2,5,2,4,4,1
Female,Loyal Customer,Business travel,Eco,37,1289,26,24,4,3,2,4,5,3,3,5,3,4,3,4,5,1
Female,Loyal Customer,Business travel,Eco,49,1171,5,0,4,5,3,3,2,2,2,4,3,4,3,4,5,1
Female,Loyal Customer,Personal Travel,Eco,19,1147,10,0,4,2,4,2,4,2,4,3,3,4,4,4,4,1
Male,Loyal Customer,Business travel,Eco,20,1479,13,21,5,5,2,0,3,2,3,2,5,0,4,4,5,1
Female,Loyal Customer,Personal Travel,Eco,18,1411,1,21,4,2,3,4,5,4,2,4,2,4,3,5,3,1
Female,Disloyal Customer,Business travel,Eco Plus,48,844,4,22,5,3,3,2,3,2,5,4,4,5,3,4,1,1
Female,Loyal Customer,Personal Travel,Eco,47,1395,2,0,4,3,3,5,5,4,4,4,3,4,4,4,2,1
Male,Loyal Customer,Personal Travel,Business,50,987,26,15,3,3,2,3,3,3,3,0,3,4,4,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,31,1858,1,9,3,5,2,2,4,4,3,4,3,3,4,2,2,0
Female,Disloyal Customer,Personal Travel,Eco,32,1449,7,6,4,3,2,3,4,4,3,4,4,5,3,4,3,0
Male,Loyal Customer,Business travel,Eco,38,587,11,16,1,3,3,2,4,3,3,5,5,5,4,5,5,1
Female,Disloyal Customer,Personal Travel,Eco,56,2065,5,8,4,4,3,3,4,4,4,3,1,3,3,4,2,1
Male,Loyal Customer,Personal Travel,Eco,59,80,1,2,4,3,4,2,5,5,4,5,2,4,3,3,4,0
Male,Loyal Customer,Business travel,Eco,49,1219,7,17,3,4,3,3,4,5,2,5,3,3,2,4,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,43,552,5,16,3,3,1,1,5,3,4,4,4,4,3,3,3,0
Male,Disloyal Customer,Personal Travel,Eco,55,1841,12,7,2,3,3,3,5,2,3,4,4,5,5,4,4,1
Male,Loyal Customer,Business travel,Eco,36,1026,15,6,5,3,4,2,3,3,2,5,4,4,5,3,4,1
Female,Loyal Customer,Business travel,Business,34,503,3,0,3,4,3,3,5,4,5,3,2,4,4,0,0,1
Female,Disloyal Customer,Personal Travel,Eco,37,767,5,2,3,3,2,3,4,2,2,3,4,4,5,3,4,1
Female,Loyal Customer,Business travel,Eco Plus,27,543,5,0,4,3,3,3,3,3,3,3,3,3,4,4,3,0
Male,Loyal Customer,Business travel,Eco,37,747,15,19,0,4,0,4,4,1,3,3,4,5,4,2,4,0
Male,Disloyal Customer,Business travel,Eco,26,736,9,6,3,4,3,4,5,5,4,3,3,5,2,3,5,1
Female,Disloyal Customer,Personal Travel,Eco,51,524,3,1,3,4,1,4,4,4,3,3,2,4,5,3,5,0
Male,Loyal Customer,Business travel,Eco,46,1035,18,26,3,3,2,3,4,3,1,4,3,4,4,3,4,0
Male,Loyal Customer,Business travel,Eco Plus,56,1096,5,9,5,4,3,3,1,4,3,2,4,4,4,1,5,0
Male,Disloyal Customer,Personal Travel,Eco,19,402,6,5,4,4,3,4,3,4,2,5,4,4,5,3,3,1
Female,Loyal Customer,Business travel,Eco,62,80,4,21,3,3,2,4,4,4,3,5,3,4,4,4,4,1
Female,Loyal Customer,Business travel,Eco,20,1055,10,17,4,4,3,3,3,3,3,3,3,3,5,3,4,0
Female,Loyal Customer,Personal Travel,Business,25,1166,7,3,4,4,3,4,4,4,2,5,3,4,3,4,4,1
Female,Loyal Customer,Business travel,Eco Plus,32,1265,22,18,4,3,2,2,5,2,3,0,5,4,5,5,4,1
Male,Disloyal Customer,Personal Travel,Business,55,1176,9,17,4,3,3,3,4,3,3,5,5,4,3,4,5,1
Male,Loyal Customer,Business travel,Eco Plus,42,1686,4,6,4,4,3,3,2,5,3,2,4,4,4,4,4,1
Male,Loyal Customer,Business travel,Eco Plus,36,1399,9,0,3,3,2,4,3,0,4,3,4,4,3,4,3,0
Male,Loyal Customer,Personal Travel,Eco,29,2240,24,33,2,4,3,2,4,4,2,4,3,5,3,4,3,0
Male,Loyal Customer,Personal Travel,Business,22,2450,3,16,4,3,2,2,5,3,3,4,5,4,5,3,4,0
Male,Loyal Customer,Personal Travel,Eco,53,80,12,24,5,4,2,3,2,5,3,4,3,3,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,49,80,1,16,3,3,2,3,4,4,2,4,2,0,4,3,3,1
Female,Disloyal Customer,Personal Travel,Eco Plus,55,896,21,42,4,4,4,2,2,2,2,4,4,4,2,4,4,1
Female,Loyal Customer,Business travel,Eco,44,1152,6,23,0,5,1,3,4,4,3,4,3,4,2,3,3,1
Male,Loyal Customer,Personal Travel,Eco,18,862,4,7,4,3,2,3,4,2,3,5,5,4,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco,24,1252,23,21,4,3,3,4,5,4,3,3,4,4,3,3,5,0
Female,Loyal Customer,Business travel,Eco,45,765,8,0,5,3,4,3,3,4,3,4,2,5,4,4,5,0
Female,Loyal Customer,Personal Travel,Business,35,553,8,8,3,4,5,5,5,5,4,4,3,4,4,4,3,0
Female,Loyal Customer,Personal Travel,Eco,32,629,6,11,5,5,2,3,5,4,4,3,2,5,5,4,3,1
Male,Disloyal Customer,Personal Travel,Business,26,800,6,6,5,2,3,2,4,3,4,3,4,4,5,2,3,1
Female,Disloyal Customer,Personal Travel,Eco,50,1322,1,0,4,4,3,3,4,2,4,4,3,3,4,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,44,657,12,9,4,2,3,3,4,3,3,5,3,4,3,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,45,756,2,8,4,3,3,2,3,3,2,4,1,3,4,4,5,1
Male,Loyal Customer,Personal Travel,Business,31,1185,16,6,4,4,1,5,3,3,3,4,4,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,41,801,3,5,5,2,3,3,3,3,2,4,3,4,4,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,23,1458,9,13,3,3,3,3,3,4,4,1,3,4,5,5,2,0
Male,Loyal Customer,Personal Travel,Eco,37,440,5,16,3,4,2,3,3,3,5,4,4,3,3,4,4,1
Female,Loyal Customer,Personal Travel,Eco,18,332,6,23,3,4,3,2,4,4,3,3,3,4,5,5,5,1
Male,Disloyal Customer,Business travel,Eco,20,1052,7,3,2,4,1,4,4,3,0,5,2,4,2,4,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,35,1102,11,13,4,3,3,4,4,3,4,4,3,5,4,4,4,1
Male,Disloyal Customer,Personal Travel,Business,68,468,22,24,4,4,4,3,4,3,4,4,2,4,3,3,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,18,1572,6,12,3,3,3,4,3,4,4,4,0,4,4,4,5,1
Male,Disloyal Customer,Business travel,Eco,24,1862,1,6,4,4,2,3,4,5,4,4,3,4,4,5,5,1
Male,Loyal Customer,Business travel,Eco,42,586,19,33,2,2,2,2,5,3,2,4,2,3,3,0,3,0
Male,Loyal Customer,Business travel,Business,60,1644,13,0,4,3,3,3,3,3,4,4,2,5,3,4,4,1
Female,Loyal Customer,Business travel,Business,41,80,3,7,3,4,4,3,3,4,4,5,3,4,3,5,3,0
Female,Disloyal Customer,Personal Travel,Eco,47,1438,3,8,4,5,3,1,3,3,2,3,4,3,4,3,2,1
Male,Loyal Customer,Business travel,Business,35,471,11,9,4,4,2,2,4,2,5,5,4,4,4,0,5,0
Female,Disloyal Customer,Personal Travel,Eco,33,1388,10,0,3,4,1,2,5,4,4,3,3,5,5,4,5,1
Female,Loyal Customer,Business travel,Business,40,419,26,25,3,4,3,2,4,2,4,4,5,4,3,2,4,0
Female,Loyal Customer,Business travel,Business,31,866,12,5,3,5,2,4,4,2,4,2,3,4,2,4,4,0
Female,Loyal Customer,Business travel,Eco Plus,48,495,5,22,5,3,2,4,5,2,2,4,4,0,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco,20,793,4,8,3,2,4,4,4,3,2,4,3,3,2,3,5,0
Female,Disloyal Customer,Business travel,Eco Plus,50,1815,9,1,0,2,1,4,5,3,3,4,3,4,5,5,5,0
Female,Loyal Customer,Personal Travel,Eco,39,846,1,0,3,4,1,4,5,2,4,2,4,5,4,3,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,36,1955,2,8,4,4,3,3,5,4,4,4,4,4,3,2,5,1
Male,Loyal Customer,Personal Travel,Eco,19,707,3,10,4,3,2,5,4,3,5,4,4,4,2,2,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,27,1646,5,3,3,3,2,2,4,4,3,2,2,4,3,4,3,0
Male,Disloyal Customer,Business travel,Business,53,87,8,14,5,4,0,3,4,3,3,3,4,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,36,757,13,10,4,4,3,2,5,3,3,4,4,3,3,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,42,632,20,31,3,4,2,4,3,4,2,4,3,4,4,5,0,1
Female,Loyal Customer,Personal Travel,Eco Plus,28,1669,17,27,5,3,2,4,4,2,5,4,4,4,5,4,5,0
Female,Disloyal Customer,Business travel,Eco,39,993,15,0,3,2,3,4,5,3,3,4,4,3,3,4,4,0
Female,Disloyal Customer,Business travel,Eco,23,80,6,0,3,3,0,2,4,4,4,4,3,5,4,5,4,1
Male,Loyal Customer,Business travel,Eco,40,245,4,24,4,2,3,3,5,3,4,3,3,0,5,2,5,1
Male,Disloyal Customer,Personal Travel,Eco,43,394,11,20,4,2,2,2,3,3,3,4,3,4,4,0,4,1
Female,Loyal Customer,Business travel,Eco Plus,43,1367,11,0,4,5,3,4,3,3,4,2,1,3,4,2,4,1
Female,Disloyal Customer,Business travel,Eco Plus,28,1303,3,0,3,2,4,3,4,5,3,3,4,2,3,2,4,1
Female,Disloyal Customer,Personal Travel,Eco,35,750,7,9,3,4,3,4,4,3,4,4,4,5,5,2,4,0
Female,Disloyal Customer,Personal Travel,Eco,45,626,4,0,5,4,3,3,3,3,3,5,4,4,3,4,5,1
Female,Disloyal Customer,Personal Travel,Eco,36,1258,2,0,4,4,3,1,4,3,1,4,4,3,3,4,2,0
Male,Disloyal Customer,Personal Travel,Eco,36,335,10,10,3,4,2,2,5,2,2,0,4,3,5,5,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,62,1129,15,14,3,5,2,3,4,4,2,5,3,5,3,4,2,1
Male,Loyal Customer,Personal Travel,Eco,28,1086,24,35,5,5,3,4,5,3,5,4,2,4,3,3,4,1
Female,Loyal Customer,Personal Travel,Eco,52,763,7,25,3,3,3,1,5,2,5,3,3,2,2,4,3,1
Female,Loyal Customer,Personal Travel,Business,25,1099,1,0,4,4,2,3,5,2,1,5,4,4,3,4,0,1
Male,Loyal Customer,Personal Travel,Eco,47,951,27,16,5,5,3,2,4,2,2,4,4,4,5,4,3,0
Female,Disloyal Customer,Business travel,Eco Plus,47,1149,29,33,4,3,0,2,3,1,2,4,3,4,3,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,33,233,46,62,3,3,4,3,4,2,3,3,4,4,0,4,4,0
Male,Loyal Customer,Personal Travel,Eco,24,1207,35,31,3,3,3,0,5,3,2,3,4,3,3,5,4,1
Male,Loyal Customer,Business travel,Eco,18,1413,10,19,5,4,3,3,5,4,3,3,3,4,3,5,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,32,1060,8,0,3,2,4,1,4,3,2,5,3,3,3,4,3,1
Female,Loyal Customer,Personal Travel,Business,45,1201,14,14,3,5,2,3,5,4,4,4,3,4,4,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,26,845,2,0,4,4,4,3,5,5,2,3,4,4,2,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,40,1346,5,5,3,4,0,2,2,1,5,3,2,4,5,5,3,0
Female,Loyal Customer,Personal Travel,Eco,21,933,7,6,4,1,3,3,5,4,5,3,4,4,4,4,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,36,326,18,24,2,3,2,3,4,4,5,4,4,3,3,3,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,25,1310,18,36,3,5,2,3,3,4,4,4,4,5,3,2,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,38,83,8,4,4,3,1,3,4,2,5,2,4,5,3,3,5,0
Male,Loyal Customer,Business travel,Business,33,1041,2,0,4,2,3,3,4,3,4,3,3,5,5,4,2,1
Female,Loyal Customer,Personal Travel,Eco,25,708,15,13,3,4,2,3,3,3,2,3,4,3,2,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,31,676,2,5,3,4,2,4,4,2,3,5,3,4,4,5,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,28,986,5,7,4,4,2,5,4,5,4,3,3,4,5,4,4,1
Female,Loyal Customer,Business travel,Eco,23,545,10,8,2,3,3,3,5,3,4,2,2,3,2,5,4,0
Male,Disloyal Customer,Business travel,Business,52,1156,2,17,0,5,3,3,0,4,3,3,3,3,3,4,4,0
Male,Loyal Customer,Business travel,Eco,35,928,4,5,4,3,4,2,2,4,4,5,1,3,2,2,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,18,591,17,16,3,4,4,4,3,2,3,3,3,3,3,3,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,32,1569,14,6,3,4,3,2,3,3,3,3,4,5,4,3,5,0
Male,Loyal Customer,Business travel,Business,50,1002,3,0,3,3,4,5,3,3,2,2,3,5,4,3,5,1
Male,Loyal Customer,Personal Travel,Eco,30,1215,11,14,2,3,3,5,5,4,4,4,4,4,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,57,1608,1,3,4,3,2,3,5,0,3,4,5,4,2,3,4,0
Female,Loyal Customer,Personal Travel,Business,29,1600,13,2,3,4,3,2,3,5,2,4,3,4,3,2,3,0
Female,Loyal Customer,Personal Travel,Eco Plus,45,1190,5,5,4,3,3,4,3,4,3,5,2,5,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,51,749,7,6,4,4,5,0,4,4,4,3,4,4,4,4,3,1
Female,Disloyal Customer,Personal Travel,Eco Plus,44,185,9,3,4,3,4,2,3,4,4,3,4,4,3,3,5,1
Male,Loyal Customer,Business travel,Eco,23,1003,3,0,4,5,3,5,4,5,3,4,4,4,3,3,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,28,1447,4,8,5,3,3,2,4,3,4,3,3,3,4,3,3,1
Female,Disloyal Customer,Personal Travel,Business,53,1077,25,23,5,4,3,2,4,2,5,2,4,4,4,5,5,1
Female,Loyal Customer,Personal Travel,Eco,29,80,7,1,4,4,3,3,4,3,3,4,3,5,3,4,4,0
Male,Loyal Customer,Business travel,Eco,51,1335,9,0,4,4,3,4,3,0,4,3,3,4,4,4,3,0
Male,Disloyal Customer,Personal Travel,Business,34,1366,9,8,3,4,3,3,4,3,3,3,4,4,3,4,5,0
Male,Loyal Customer,Business travel,Eco Plus,41,749,20,29,3,3,2,4,5,3,2,3,2,3,3,2,3,0
Female,Loyal Customer,Business travel,Business,22,1394,15,17,5,3,3,4,0,3,2,5,4,0,4,4,3,0
Male,Loyal Customer,Personal Travel,Eco,32,1214,3,1,4,4,3,4,4,4,3,5,4,4,0,5,5,1
Male,Loyal Customer,Business travel,Business,28,557,22,25,4,4,3,3,3,4,3,3,3,3,3,2,5,1
Female,Disloyal Customer,Business travel,Eco,42,1536,27,41,3,5,3,2,5,4,5,2,3,4,5,2,5,1
Male,Disloyal Customer,Personal Travel,Eco,40,266,3,8,5,3,4,4,5,2,3,5,2,4,5,3,5,0
Male,Loyal Customer,Personal Travel,Eco,45,871,6,9,3,3,3,4,5,3,0,5,2,4,2,3,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,33,821,8,14,3,2,2,4,3,2,3,5,5,4,3,4,4,0
Male,Disloyal Customer,Personal Travel,Business,28,487,7,5,3,4,2,3,4,4,2,2,3,4,5,3,3,0
Male,Disloyal Customer,Personal Travel,Eco Plus,41,1052,13,15,5,4,3,4,0,5,3,5,2,2,3,4,3,0
Female,Loyal Customer,Business travel,Eco Plus,27,1555,7,2,3,4,4,2,2,4,4,4,4,3,4,5,5,0
Female,Disloyal Customer,Personal Travel,Eco,52,1524,5,0,3,5,3,3,4,4,5,2,2,4,5,0,3,0
Female,Loyal Customer,Personal Travel,Eco,38,1262,14,17,5,4,3,3,4,3,4,3,4,3,3,2,4,0
Female,Disloyal Customer,Personal Travel,Eco,35,80,1,4,4,4,3,3,3,3,4,3,5,0,3,3,4,1
Male,Loyal Customer,Business travel,Eco,45,232,10,7,3,4,2,4,4,5,3,4,3,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,38,983,12,22,3,4,2,2,4,3,3,2,4,4,4,4,4,1
Female,Disloyal Customer,Personal Travel,Business,19,883,21,14,2,0,3,4,5,4,4,5,4,4,2,4,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,26,651,9,0,4,3,2,3,3,5,3,4,5,4,3,3,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,52,1853,2,0,4,2,4,2,4,4,3,5,4,4,3,4,5,1
Female,Loyal Customer,Personal Travel,Eco,40,953,9,0,5,5,3,2,4,3,2,3,3,3,3,5,5,0
Male,Disloyal Customer,Business travel,Eco,19,1171,1,4,2,3,3,5,1,3,4,4,1,5,5,3,4,0
Male,Loyal Customer,Personal Travel,Eco,43,1394,11,3,2,3,3,3,3,3,4,3,3,4,4,4,5,0
Male,Loyal Customer,Business travel,Eco,32,927,19,29,3,4,3,3,4,4,3,4,3,5,4,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,29,2196,8,18,5,2,4,2,2,3,5,3,4,3,4,5,5,1
Male,Loyal Customer,Business travel,Eco,25,430,7,0,4,4,2,4,4,4,0,4,4,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,51,597,15,7,4,2,3,4,4,4,0,4,2,4,5,4,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,18,429,11,16,2,3,1,4,4,2,4,2,4,4,4,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,29,1681,14,24,2,4,4,3,4,2,3,5,3,4,3,5,5,1
Female,Loyal Customer,Personal Travel,Eco,40,1301,34,14,4,2,3,4,3,3,3,4,3,4,5,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,58,628,6,9,3,5,1,2,4,4,3,5,2,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,46,468,12,0,3,4,2,3,5,4,4,5,4,4,4,3,5,1
Male,Disloyal Customer,Personal Travel,Eco,29,1592,22,17,3,5,4,3,4,2,3,3,3,4,2,3,3,1
Male,Loyal Customer,Business travel,Eco,57,1081,22,33,3,4,1,3,2,4,4,3,4,3,4,2,2,1
Female,Loyal Customer,Personal Travel,Eco Plus,23,1605,13,43,3,4,3,2,4,5,2,2,2,0,4,4,2,1
Male,Loyal Customer,Business travel,Eco,42,870,7,5,5,3,2,5,4,3,2,5,4,4,3,2,5,1
Male,Loyal Customer,Personal Travel,Business,45,1156,14,2,3,4,3,5,5,3,3,4,2,4,5,5,4,1
Female,Disloyal Customer,Personal Travel,Eco,28,1050,14,9,3,4,2,2,3,3,3,4,4,5,2,2,4,1
Male,Disloyal Customer,Personal Travel,Eco,47,588,16,17,3,5,2,4,3,3,3,3,3,5,5,2,4,0
Male,Loyal Customer,Personal Travel,Eco,33,828,3,0,4,4,2,2,3,4,4,3,4,4,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco,47,308,27,18,3,3,3,3,5,0,3,5,3,3,4,5,3,1
Female,Disloyal Customer,Business travel,Eco,18,1147,22,18,4,4,3,1,4,3,3,5,3,0,4,4,4,1
Female,Loyal Customer,Business travel,Business,43,1281,8,12,3,4,3,3,5,3,3,5,4,5,5,4,2,0
Male,Disloyal Customer,Personal Travel,Eco,34,1395,21,19,3,5,3,3,5,2,1,4,5,4,5,4,2,1
Female,Loyal Customer,Personal Travel,Eco Plus,53,1233,8,0,5,5,3,4,3,5,4,4,2,4,3,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,38,836,24,17,3,3,3,5,3,4,3,5,3,4,4,5,3,1
Female,Disloyal Customer,Personal Travel,Eco,54,1676,9,5,4,3,2,5,4,3,3,4,3,4,3,3,5,1
Male,Loyal Customer,Personal Travel,Eco,45,1346,4,0,4,2,2,4,4,3,3,5,2,5,0,4,5,1
Male,Loyal Customer,Personal Travel,Eco,37,1594,31,24,4,3,4,0,3,3,4,5,2,4,4,2,5,0
Female,Disloyal Customer,Personal Travel,Eco,48,1626,15,21,3,3,2,4,4,2,3,5,3,4,4,5,1,0
Male,Loyal Customer,Personal Travel,Business,49,837,7,5,5,5,3,4,4,2,4,4,3,4,4,3,5,0
Female,Loyal Customer,Business travel,Eco Plus,45,1094,26,8,3,5,3,2,3,3,2,2,5,3,0,4,4,1
Female,Loyal Customer,Personal Travel,Business,18,1287,14,24,4,4,2,4,3,3,3,4,4,4,4,0,2,1
Male,Loyal Customer,Personal Travel,Eco,27,325,7,11,3,5,3,4,4,3,3,3,3,3,4,3,5,1
Female,Disloyal Customer,Business travel,Eco Plus,56,337,26,12,4,3,4,4,0,5,4,4,4,5,3,4,4,0
Female,Loyal Customer,Business travel,Eco Plus,24,250,16,12,4,2,3,1,4,3,5,5,3,5,4,4,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,50,846,11,3,3,3,3,4,4,3,2,3,3,3,5,3,3,0
Male,Disloyal Customer,Personal Travel,Business,47,733,9,16,2,2,4,4,3,3,2,3,4,5,3,5,4,1
Female,Loyal Customer,Business travel,Eco Plus,30,182,4,0,4,3,1,3,4,2,3,3,5,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Business,18,975,1,0,3,3,0,3,3,4,2,0,4,4,4,5,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,32,852,14,12,4,4,2,2,4,3,5,3,2,4,4,2,3,1
Female,Disloyal Customer,Personal Travel,Eco,64,1491,3,0,3,4,4,2,5,4,4,4,4,4,5,3,2,1
Female,Loyal Customer,Personal Travel,Eco Plus,29,1906,4,18,4,3,4,3,4,3,4,5,4,5,5,5,3,0
Male,Disloyal Customer,Business travel,Eco,29,1128,8,15,3,4,1,3,2,3,4,4,4,4,4,3,4,1
Male,Loyal Customer,Business travel,Business,27,552,8,1,3,3,2,3,4,4,4,2,2,0,3,3,3,0
Male,Loyal Customer,Business travel,Business,54,1223,4,6,3,4,2,5,5,4,3,3,3,3,3,3,4,0
Male,Disloyal Customer,Business travel,Eco,36,905,14,24,2,3,3,2,4,5,3,3,3,4,5,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,31,780,2,3,5,5,4,3,4,4,4,2,5,4,3,3,5,1
Female,Loyal Customer,Business travel,Eco,56,469,14,30,2,4,4,5,3,3,3,3,4,5,4,3,4,0
Male,Loyal Customer,Business travel,Eco,46,668,7,36,4,4,3,3,3,3,2,1,5,4,0,5,5,0
Female,Loyal Customer,Personal Travel,Eco,28,811,4,3,4,3,2,3,0,4,3,4,3,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,24,1302,2,0,3,4,3,3,3,5,4,4,3,0,5,4,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,53,1156,10,0,4,4,3,4,3,4,4,3,3,3,4,4,3,1
Female,Disloyal Customer,Personal Travel,Business,39,1813,3,0,4,2,5,1,5,3,2,2,4,3,4,4,3,0
Female,Loyal Customer,Personal Travel,Eco,20,1237,3,15,3,5,2,3,5,4,3,5,4,4,5,4,5,0
Female,Loyal Customer,Personal Travel,Eco,18,1112,22,18,4,2,4,3,5,4,3,3,4,4,5,2,3,1
Male,Loyal Customer,Personal Travel,Eco,26,747,2,11,4,4,3,2,3,4,2,5,3,4,5,5,3,0
Female,Loyal Customer,Personal Travel,Business,24,381,2,13,3,5,4,4,3,4,4,4,4,4,4,5,3,1
Female,Disloyal Customer,Personal Travel,Eco,18,615,13,2,4,4,3,4,4,4,3,5,2,4,3,3,3,0
Female,Loyal Customer,Personal Travel,Eco,26,550,11,2,1,2,4,4,4,2,2,4,3,3,4,2,4,1
Female,Loyal Customer,Personal Travel,Eco,28,80,5,22,2,3,3,5,4,4,3,4,3,5,0,3,4,1
Female,Disloyal Customer,Business travel,Business,33,396,4,3,4,5,2,3,4,2,4,3,3,4,5,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,59,1701,5,0,3,3,3,4,5,3,4,5,3,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,36,1084,5,0,3,3,4,4,4,3,4,4,3,4,4,3,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,37,712,12,11,3,3,3,3,5,3,5,3,0,4,4,3,5,1
Female,Loyal Customer,Business travel,Eco Plus,45,1099,10,25,3,4,1,4,4,4,4,4,4,5,1,4,3,0
Male,Loyal Customer,Personal Travel,Eco,36,80,6,13,3,2,3,3,4,3,4,4,2,3,5,4,3,1
Male,Loyal Customer,Personal Travel,Eco,44,1041,6,8,2,4,3,2,4,1,3,4,0,4,4,5,4,0
Female,Disloyal Customer,Personal Travel,Eco,42,1539,14,30,2,3,3,4,3,3,4,2,4,5,5,4,2,0
Male,Loyal Customer,Business travel,Eco,40,839,4,18,4,4,2,3,3,3,3,5,4,4,3,5,4,0
